creator_id,performance_month,uploads,views,watch_hours,new_subscribers
CR0367,2025-06,0,0,0.0,0
CR0367,2025-07,4,16474,1782.2,85
CR0367,2025-08,3,14546,1188.1,171
CR0367,2025-09,4,14558,1533.9,99
CR0367,2025-10,5,8072,996.8,42
CR0367,2025-11,0,0,0.0,0
CR0367,2025-12,4,14598,1691.0,129
CR0368,2025-01,0,0,0.0,0
CR0368,2025-02,8,151124,11709.5,996
CR0368,2025-03,5,118475,16692.3,1248
CR0368,2025-04,7,134656,9490.4,602
CR0368,2025-05,3,200331,14421.3,1179
CR0368,2025-06,6,117138,12438.3,1251
CR0368,2025-07,8,170225,12561.0,2427
CR0368,2025-08,4,159876,19338.1,2122
CR0368,2025-09,6,249126,26729.5,2742
CR0368,2025-10,7,154453,23045.3,2245
CR0368,2025-11,6,130068,10791.1,1521
CR0368,2025-12,6,154881,18866.0,2099
CR0369,2025-01,5,19066,1311.4,218
CR0369,2025-02,0,0,0.0,0
CR0369,2025-03,3,8979,1243.0,60
CR0369,2025-04,2,19135,1642.2,142
CR0369,2025-05,4,17771,2526.2,85
CR0369,2025-06,4,14520,1005.4,190
CR0369,2025-07,3,10346,901.1,44
CR0369,2025-08,6,15161,1662.6,170
CR0369,2025-09,5,15543,1204.2,105
CR0369,2025-10,4,16094,1103.3,73
CR0369,2025-11,4,18581,2403.9,155
CR0369,2025-12,7,9877,1272.8,88
CR0370,2025-01,8,270048,28960.7,2332
CR0370,2025-02,11,308867,43228.1,2942
CR0370,2025-03,4,262885,33722.7,3306
CR0370,2025-04,6,362507,44314.0,2347
CR0370,2025-05,15,225523,32767.5,3227
CR0370,2025-06,6,305338,25792.0,3957
CR0370,2025-07,7,268756,27258.8,2927
CR0370,2025-08,8,397375,34145.1,5795
CR0370,2025-09,10,270647,27781.2,3815
CR0370,2025-10,15,541073,51863.6,2619
CR0370,2025-11,13,314211,35601.7,1568
CR0370,2025-12,13,317061,27491.0,2697
CR0371,2025-01,5,84924,12620.0,1138
CR0371,2025-02,8,82174,6825.3,439
CR0371,2025-03,7,64216,9042.3,631
CR0371,2025-04,6,131948,14040.8,1002
CR0371,2025-05,5,93015,8852.2,1213
CR0371,2025-06,7,81203,4977.6,513
CR0371,2025-07,6,96242,14036.2,1268
CR0371,2025-08,2,83076,10409.0,689
CR0371,2025-09,9,86116,7388.1,508
CR0371,2025-10,4,67958,4700.6,786
CR0371,2025-11,7,153191,15381.3,1060
CR0371,2025-12,9,58632,4779.9,404
CR0372,2025-01,2,29450,2682.5,286
CR0372,2025-02,2,36263,2676.1,209
CR0372,2025-03,4,19065,1149.2,174
CR0372,2025-04,7,22063,3126.8,272
CR0372,2025-05,3,31202,3162.6,462
CR0372,2025-06,7,28649,4197.9,343
CR0372,2025-07,4,31454,3572.7,269
CR0372,2025-08,6,29562,2123.8,333
CR0372,2025-09,0,0,0.0,0
CR0372,2025-10,2,46507,6698.0,308
CR0372,2025-11,1,23289,2667.6,125
CR0372,2025-12,4,46110,6267.4,343
CR0373,2025-01,0,0,0.0,0
CR0373,2025-02,4,10413,780.8,139
CR0373,2025-03,2,13346,788.2,72
CR0373,2025-04,1,18352,2651.6,175
CR0373,2025-05,2,11925,1707.9,122
CR0373,2025-06,2,16100,2396.8,183
CR0373,2025-07,4,15575,1352.4,160
CR0373,2025-08,0,0,0.0,0
CR0373,2025-09,2,17223,2251.1,242
CR0373,2025-10,2,16939,2339.1,140
CR0373,2025-11,7,19341,1935.2,130
CR0373,2025-12,2,23648,2392.3,342
CR0374,2025-01,6,62145,4704.4,301
CR0374,2025-02,7,95683,8585.9,709
CR0374,2025-03,6,54960,6954.0,597
CR0374,2025-04,0,0,0.0,0
CR0374,2025-05,6,95926,8812.4,460
CR0374,2025-06,6,132647,9739.9,657
CR0374,2025-07,5,112702,15456.3,825
CR0374,2025-08,6,78499,9079.0,1005
CR0374,2025-09,5,76082,7210.7,1105
CR0374,2025-10,7,106911,10652.7,1235
CR0374,2025-11,6,100603,12252.0,1447
CR0374,2025-12,3,119627,7834.8,1424
CR0375,2025-01,3,36789,2690.0,322
CR0375,2025-02,2,25442,3186.4,210
CR0375,2025-03,1,24680,2782.7,181
CR0375,2025-04,0,0,0.0,0
CR0375,2025-05,0,0,0.0,0
CR0375,2025-06,4,25521,3201.4,179
CR0375,2025-07,9,24546,2645.3,362
CR0375,2025-08,4,23415,2316.4,244
CR0375,2025-09,4,23557,3199.1,246
CR0375,2025-10,3,29162,3579.3,392
CR0375,2025-11,7,22984,2183.7,286
CR0375,2025-12,8,38890,2539.2,261
CR0376,2025-01,0,0,0.0,0
CR0376,2025-02,10,228214,27835.9,3030
CR0376,2025-03,8,243322,30423.7,1259
CR0376,2025-04,17,268043,15665.1,2353
CR0376,2025-05,9,238490,22251.8,2394
CR0376,2025-06,8,296807,29927.4,4420
CR0376,2025-07,3,341066,37679.0,1810
CR0376,2025-08,11,225153,19785.5,1577
CR0376,2025-09,7,324635,21787.6,2834
CR0376,2025-10,7,331012,32322.3,4676
CR0376,2025-11,8,366148,26359.3,3412
CR0376,2025-12,3,232711,19977.6,3306
CR0377,2025-01,6,58191,4757.7,646
CR0377,2025-02,8,28789,3642.9,373
CR0377,2025-03,0,0,0.0,0
CR0377,2025-04,4,48423,4690.3,331
CR0377,2025-05,4,69601,9947.5,741
CR0377,2025-06,5,60082,7725.2,322
CR0377,2025-07,11,64304,6646.1,665
CR0377,2025-08,5,41451,4353.6,275
CR0377,2025-09,6,62078,7824.1,852
CR0377,2025-10,2,73671,7933.5,732
CR0377,2025-11,3,47688,7031.5,533
CR0377,2025-12,6,86981,8593.8,831
CR0378,2025-01,9,78454,5225.2,501
CR0378,2025-02,5,71455,4667.5,720
CR0378,2025-03,4,118595,8132.5,701
CR0378,2025-04,3,191123,28135.9,902
CR0378,2025-05,9,110787,14897.3,463
CR0378,2025-06,0,0,0.0,0
CR0378,2025-07,4,104490,9135.1,1025
CR0378,2025-08,6,114800,9208.2,1495
CR0378,2025-09,3,93364,7503.6,1032
CR0378,2025-10,7,89198,7202.2,826
CR0378,2025-11,5,76243,10894.2,1031
CR0378,2025-12,5,83744,5025.2,376
CR0379,2025-01,2,44831,6451.9,504
CR0379,2025-02,2,31115,2316.0,170
CR0379,2025-03,2,35524,2579.7,517
CR0379,2025-04,4,38370,4688.3,434
CR0379,2025-05,0,0,0.0,0
CR0379,2025-06,3,47849,7081.3,423
CR0379,2025-07,0,0,0.0,0
CR0379,2025-08,5,57684,6293.5,385
CR0379,2025-09,4,51098,5197.2,692
CR0379,2025-10,4,87416,7395.0,1176
CR0379,2025-11,3,40496,3270.9,315
CR0379,2025-12,3,42350,4403.9,202
CR0380,2025-01,3,38772,5615.9,495
CR0380,2025-02,5,22993,2063.7,198
CR0380,2025-03,0,0,0.0,0
CR0380,2025-04,4,42554,5887.1,203
CR0380,2025-05,3,35616,3344.4,527
CR0380,2025-06,0,0,0.0,0
CR0380,2025-07,3,29515,3578.2,345
CR0380,2025-08,6,65663,4575.4,957
CR0380,2025-09,3,47853,4834.7,267
CR0380,2025-10,1,37185,2869.6,446
CR0380,2025-11,6,35346,4181.9,465
CR0380,2025-12,4,64042,5806.7,579
CR0381,2025-01,6,448199,48316.2,3013
CR0381,2025-02,12,339831,42005.0,4457
CR0381,2025-03,8,245765,18003.0,2533
CR0381,2025-04,14,451716,56003.1,5587
CR0381,2025-05,9,338193,46417.6,3466
CR0381,2025-06,7,290453,39518.7,2924
CR0381,2025-07,8,359042,30119.7,3524
CR0381,2025-08,8,354904,33640.8,5228
CR0381,2025-09,11,290226,38049.0,2557
CR0381,2025-10,6,300108,28037.3,4249
CR0381,2025-11,6,402532,56790.9,5788
CR0381,2025-12,10,409980,44276.0,1829
CR0382,2025-01,10,526913,77508.9,5461
CR0382,2025-02,10,929367,84261.9,7577
CR0382,2025-03,5,507723,54937.1,3677
CR0382,2025-04,3,570751,54801.6,5893
CR0382,2025-05,7,733459,75924.7,7315
CR0382,2025-06,7,887916,124673.8,8909
CR0382,2025-07,8,738826,85278.7,5764
CR0382,2025-08,10,584876,68276.1,7699
CR0382,2025-09,10,895694,76031.1,7850
CR0382,2025-10,11,895996,97281.5,5344
CR0382,2025-11,7,697590,42309.4,3251
CR0382,2025-12,9,824530,54704.2,8401
CR0383,2025-01,6,12553,1734.1,83
CR0383,2025-02,0,0,0.0,0
CR0383,2025-03,7,12304,1262.1,123
CR0383,2025-04,6,14252,1956.1,173
CR0383,2025-05,4,19956,2570.9,125
CR0383,2025-06,5,29518,3598.7,229
CR0383,2025-07,3,19680,1155.6,275
CR0383,2025-08,4,27177,3424.2,345
CR0383,2025-09,2,19800,1157.6,103
CR0383,2025-10,6,21132,2831.7,203
CR0383,2025-11,2,32443,4617.9,464
CR0383,2025-12,2,22784,3301.1,302
CR0384,2025-01,3,24708,2575.3,215
CR0384,2025-02,2,17839,1436.3,88
CR0384,2025-03,0,0,0.0,0
CR0384,2025-04,5,14967,2108.6,147
CR0384,2025-05,0,0,0.0,0
CR0384,2025-06,5,13597,1745.9,132
CR0384,2025-07,6,9477,1132.6,58
CR0384,2025-08,6,15029,1364.9,146
CR0384,2025-09,4,17888,1779.2,209
CR0384,2025-10,0,0,0.0,0
CR0384,2025-11,6,11745,793.6,70
CR0384,2025-12,4,17417,2046.9,203
CR0385,2025-01,5,27369,3924.6,137
CR0385,2025-02,5,24369,1642.4,185
CR0385,2025-03,4,42729,3403.5,204
CR0385,2025-04,2,26201,2173.1,344
CR0385,2025-05,2,39349,4566.6,322
CR0385,2025-06,0,0,0.0,0
CR0385,2025-07,0,0,0.0,0
CR0385,2025-08,5,29386,4374.9,265
CR0385,2025-09,4,33055,3431.8,486
CR0385,2025-10,1,37566,4080.4,404
CR0385,2025-11,4,33673,4839.3,370
CR0385,2025-12,0,0,0.0,0
CR0386,2025-01,4,22593,2002.4,111
CR0386,2025-02,4,21748,2542.7,170
CR0386,2025-03,1,16403,1272.7,161
CR0386,2025-04,6,13151,1128.6,120
CR0386,2025-05,0,0,0.0,0
CR0386,2025-06,2,24329,3098.3,219
CR0386,2025-07,3,15633,1362.0,176
CR0386,2025-08,2,19195,1243.3,264
CR0386,2025-09,4,22266,1465.0,162
CR0386,2025-10,3,18980,1283.3,147
CR0386,2025-11,3,15350,1207.0,187
CR0386,2025-12,4,16826,2240.3,187
CR0387,2025-01,2,15405,1673.4,178
CR0387,2025-02,0,0,0.0,0
CR0387,2025-03,3,18978,2830.3,83
CR0387,2025-04,4,19884,2661.7,93
CR0387,2025-05,3,9806,1344.9,90
CR0387,2025-06,4,13101,1280.5,68
CR0387,2025-07,3,35274,2342.5,441
CR0387,2025-08,5,23458,1587.0,213
CR0387,2025-09,2,22204,2027.7,132
CR0387,2025-10,4,18282,1613.7,105
CR0387,2025-11,2,20063,1287.8,148
CR0387,2025-12,6,31613,2086.9,307
CR0388,2025-01,3,17546,2437.6,192
CR0388,2025-02,4,16734,2050.7,127
CR0388,2025-03,2,13377,1078.6,160
CR0388,2025-04,0,0,0.0,0
CR0388,2025-05,3,22868,2938.5,173
CR0388,2025-06,0,0,0.0,0
CR0388,2025-07,0,0,0.0,0
CR0388,2025-08,3,23916,3214.3,167
CR0388,2025-09,3,16987,2521.5,116
CR0388,2025-10,0,0,0.0,0
CR0388,2025-11,1,26997,3438.8,109
CR0388,2025-12,1,17612,1153.6,241
CR0389,2025-01,5,6105,712.2,40
CR0389,2025-02,4,5409,649.5,59
CR0389,2025-03,3,5426,530.0,70
CR0389,2025-04,0,0,0.0,0
CR0389,2025-05,5,4982,320.0,68
CR0389,2025-06,2,9604,1053.7,69
CR0389,2025-07,4,7844,529.0,59
CR0389,2025-08,2,5471,392.8,27
CR0389,2025-09,4,8194,608.0,109
CR0389,2025-10,4,5973,577.5,45
CR0389,2025-11,6,8651,539.4,87
CR0389,2025-12,4,7065,773.5,33
CR0390,2025-01,11,140408,16676.2,1317
CR0390,2025-02,10,143341,9355.4,1395
CR0390,2025-03,11,228730,17831.2,996
CR0390,2025-04,11,289391,24404.6,3734
CR0390,2025-05,10,171918,16555.4,1082
CR0390,2025-06,5,179961,21986.2,1625
CR0390,2025-07,10,169546,18196.3,1908
CR0390,2025-08,6,176065,15285.7,1922
CR0390,2025-09,10,229672,25211.4,3114
CR0390,2025-10,7,131853,12671.9,1723
CR0390,2025-11,5,269450,18242.5,3637
CR0390,2025-12,8,216780,19564.1,2111
CR0391,2025-01,2,8309,1127.7,85
CR0391,2025-02,0,0,0.0,0
CR0391,2025-03,0,0,0.0,0
CR0391,2025-04,6,12244,1781.0,51
CR0391,2025-05,3,8897,1309.6,55
CR0391,2025-06,3,10299,933.1,72
CR0391,2025-07,2,10289,1149.4,123
CR0391,2025-08,5,12450,1229.8,165
CR0391,2025-09,3,12352,1663.4,112
CR0391,2025-10,6,7803,726.5,100
CR0391,2025-11,5,11554,681.8,124
CR0391,2025-12,3,14383,973.8,99
CR0392,2025-01,6,173442,25748.2,2264
CR0392,2025-02,7,222357,25266.6,914
CR0392,2025-03,4,124632,16617.3,1217
CR0392,2025-04,6,138778,11740.2,964
CR0392,2025-05,10,165786,12174.7,2122
CR0392,2025-06,4,237734,16644.9,1903
CR0392,2025-07,4,199049,21482.2,2387
CR0392,2025-08,9,125354,13774.3,1332
CR0392,2025-09,5,214663,22072.4,2650
CR0392,2025-10,4,156496,22819.3,1906
CR0392,2025-11,5,212293,22898.5,2317
CR0392,2025-12,6,225323,14287.8,1277
CR0393,2025-01,6,62867,6287.0,919
CR0393,2025-02,7,73014,4903.0,494
CR0393,2025-03,6,71898,6522.1,611
CR0393,2025-04,6,68091,9405.2,679
CR0393,2025-05,6,58681,6435.4,301
CR0393,2025-06,8,54299,3399.8,522
CR0393,2025-07,3,62673,3852.4,710
CR0393,2025-08,11,74944,8723.2,1037
CR0393,2025-09,7,68262,9614.0,814
CR0393,2025-10,7,87146,6144.9,845
CR0393,2025-11,2,109879,15591.1,1227
CR0393,2025-12,0,0,0.0,0
CR0394,2025-01,6,66296,6627.4,583
CR0394,2025-02,8,67506,9704.9,607
CR0394,2025-03,6,68908,5981.7,460
CR0394,2025-04,6,86093,5529.0,1108
CR0394,2025-05,3,54099,5830.5,389
CR0394,2025-06,7,83199,8704.1,539
CR0394,2025-07,4,83632,5642.4,678
CR0394,2025-08,0,0,0.0,0
CR0394,2025-09,8,53239,7923.7,548
CR0394,2025-10,6,75876,8266.8,859
CR0394,2025-11,6,110372,10897.6,860
CR0394,2025-12,7,76594,6093.8,503
CR0395,2025-01,0,0,0.0,0
CR0395,2025-02,3,17873,2247.1,192
CR0395,2025-03,5,16327,2351.0,155
CR0395,2025-04,4,12877,1877.5,141
CR0395,2025-05,4,16281,1066.1,157
CR0395,2025-06,4,10510,1076.7,57
CR0395,2025-07,2,16129,2157.4,182
CR0395,2025-08,2,19827,2772.6,244
CR0395,2025-09,3,19000,1467.8,249
CR0395,2025-10,0,0,0.0,0
CR0395,2025-11,2,14175,1220.1,94
CR0395,2025-12,2,16886,1668.5,132
CR0396,2025-01,2,30550,2955.7,348
CR0396,2025-02,4,23895,2628.1,280
CR0396,2025-03,5,16965,2536.8,95
CR0396,2025-04,4,26535,2282.9,387
CR0396,2025-05,3,18006,1394.8,209
CR0396,2025-06,4,43160,4431.0,307
CR0396,2025-07,4,37168,4077.0,369
CR0396,2025-08,7,27635,3518.8,272
CR0396,2025-09,3,18494,1894.4,199
CR0396,2025-10,0,0,0.0,0
CR0396,2025-11,4,33782,2349.2,446
CR0396,2025-12,0,0,0.0,0
CR0397,2025-01,7,80764,5139.6,615
CR0397,2025-02,8,66502,6107.0,802
CR0397,2025-03,0,0,0.0,0
CR0397,2025-04,8,105714,13035.6,1538
CR0397,2025-05,3,110763,8957.0,811
CR0397,2025-06,8,67438,6968.1,659
CR0397,2025-07,3,83769,12367.4,850
CR0397,2025-08,8,85567,11345.0,1097
CR0397,2025-09,5,109883,11472.6,1346
CR0397,2025-10,6,136460,17040.0,864
CR0397,2025-11,4,84889,9688.2,955
CR0397,2025-12,3,69765,8095.5,464
CR0398,2025-01,3,45101,6063.8,399
CR0398,2025-02,5,38904,3037.9,263
CR0398,2025-03,0,0,0.0,0
CR0398,2025-04,6,32856,3828.4,407
CR0398,2025-05,5,32874,2735.3,448
CR0398,2025-06,2,32832,3026.3,431
CR0398,2025-07,2,37877,3362.0,497
CR0398,2025-08,0,0,0.0,0
CR0398,2025-09,3,40162,4923.1,188
CR0398,2025-10,3,48265,3169.8,248
CR0398,2025-11,5,41181,3702.9,383
CR0398,2025-12,0,0,0.0,0
CR0399,2025-01,0,0,0.0,0
CR0399,2025-02,3,18881,1160.1,253
CR0399,2025-03,0,0,0.0,0
CR0399,2025-04,3,20066,1451.7,93
CR0399,2025-05,3,34189,2941.3,167
CR0399,2025-06,5,24010,2243.6,343
CR0399,2025-07,4,25912,3428.6,176
CR0399,2025-08,2,17522,1082.1,236
CR0399,2025-09,0,0,0.0,0
CR0399,2025-10,3,20566,2315.1,228
CR0399,2025-11,0,0,0.0,0
CR0399,2025-12,1,31075,2989.2,143
CR0400,2025-01,5,117623,9805.5,924
CR0400,2025-02,3,108257,13675.1,853
CR0400,2025-03,7,121328,14274.8,1540
CR0400,2025-04,13,200561,23336.7,2007
CR0400,2025-05,10,200203,21286.8,1186
CR0400,2025-06,10,123025,16443.4,992
CR0400,2025-07,12,129533,17440.4,721
CR0400,2025-08,3,154807,17400.3,2198
CR0400,2025-09,10,165537,14229.0,2458
CR0400,2025-10,6,188454,26833.0,1442
CR0400,2025-11,8,191306,22800.4,936
CR0400,2025-12,6,142558,9293.4,1982
CR0401,2025-01,1,17038,1510.2,110
CR0401,2025-02,6,30121,1926.2,367
CR0401,2025-03,4,27253,1890.7,401
CR0401,2025-04,2,21331,2395.7,252
CR0401,2025-05,2,22774,2792.2,307
CR0401,2025-06,1,24112,1595.2,126
CR0401,2025-07,0,0,0.0,0
CR0401,2025-08,2,31811,2827.2,175
CR0401,2025-09,3,24287,3144.9,252
CR0401,2025-10,0,0,0.0,0
CR0401,2025-11,3,26900,3566.2,165
CR0401,2025-12,0,0,0.0,0
CR0402,2025-01,6,174611,14032.1,1880
CR0402,2025-02,2,120128,9325.9,1505
CR0402,2025-03,9,119654,16319.2,1370
CR0402,2025-04,7,130967,18637.0,1664
CR0402,2025-05,0,0,0.0,0
CR0402,2025-06,6,153428,11720.4,1503
CR0402,2025-07,8,139172,18858.8,1748
CR0402,2025-08,2,134507,17629.9,1656
CR0402,2025-09,8,148434,20558.3,1838
CR0402,2025-10,6,120714,10917.2,549
CR0402,2025-11,6,170492,23171.5,1641
CR0402,2025-12,0,0,0.0,0
CR0403,2025-01,7,85612,9981.0,482
CR0403,2025-02,4,84131,10081.7,582
CR0403,2025-03,2,93330,6823.1,463
CR0403,2025-04,4,104481,13633.0,1307
CR0403,2025-05,0,0,0.0,0
CR0403,2025-06,7,93377,10658.9,691
CR0403,2025-07,12,107193,14281.7,1003
CR0403,2025-08,8,85256,11973.6,922
CR0403,2025-09,5,62343,9346.5,598
CR0403,2025-10,6,132308,9837.6,1938
CR0403,2025-11,11,150423,18126.7,1701
CR0403,2025-12,9,132307,15990.9,805
CR0404,2025-01,9,230944,16695.4,2913
CR0404,2025-02,9,305477,38363.8,2562
CR0404,2025-03,8,317778,25229.6,3626
CR0404,2025-04,10,204610,12459.2,2901
CR0404,2025-05,6,277580,19647.4,3360
CR0404,2025-06,9,162854,23720.3,863
CR0404,2025-07,6,231755,27631.2,1160
CR0404,2025-08,12,220285,24663.8,2660
CR0404,2025-09,12,257082,34243.2,1288
CR0404,2025-10,12,150724,16101.9,2215
CR0404,2025-11,7,250869,28132.9,2938
CR0404,2025-12,8,249610,25881.4,1942
CR0405,2025-01,8,64068,9577.1,420
CR0405,2025-02,4,73637,6696.8,713
CR0405,2025-03,8,50614,6770.5,384
CR0405,2025-04,4,62934,8059.0,762
CR0405,2025-05,4,71087,9335.3,978
CR0405,2025-06,5,63774,4297.5,727
CR0405,2025-07,4,80257,11411.8,1151
CR0405,2025-08,8,94121,8537.6,483
CR0405,2025-09,0,0,0.0,0
CR0405,2025-10,7,97612,12007.9,877
CR0405,2025-11,7,70714,7923.5,589
CR0405,2025-12,4,93214,10223.7,830
CR0406,2025-01,6,10305,1099.8,82
CR0406,2025-02,6,14669,1823.5,110
CR0406,2025-03,4,14075,1880.8,108
CR0406,2025-04,0,0,0.0,0
CR0406,2025-05,5,11710,1576.9,152
CR0406,2025-06,3,15339,1853.6,226
CR0406,2025-07,2,18259,1965.5,242
CR0406,2025-08,3,16221,1024.4,228
CR0406,2025-09,2,17043,2449.7,239
CR0406,2025-10,3,8789,666.9,78
CR0406,2025-11,2,14136,1046.6,126
CR0406,2025-12,4,21106,2695.3,247
CR0407,2025-01,8,573407,42046.2,7139
CR0407,2025-02,10,621638,42390.6,4058
CR0407,2025-03,9,606683,73791.8,7900
CR0407,2025-04,11,572637,69507.6,6416
CR0407,2025-05,6,399925,28430.9,3819
CR0407,2025-06,10,438524,58791.7,5594
CR0407,2025-07,12,467045,48684.3,3504
CR0407,2025-08,10,405102,53362.7,4803
CR0407,2025-09,9,539158,79401.5,4396
CR0407,2025-10,5,487205,48725.7,5899
CR0407,2025-11,8,449192,65773.7,3800
CR0407,2025-12,5,595852,73002.7,5105
CR0408,2025-01,3,15605,2191.1,193
CR0408,2025-02,7,21032,1814.7,234
CR0408,2025-03,0,0,0.0,0
CR0408,2025-04,2,12917,1353.8,96
CR0408,2025-05,3,19535,2749.2,178
CR0408,2025-06,0,0,0.0,0
CR0408,2025-07,4,20295,3041.9,251
CR0408,2025-08,3,19820,2800.8,143
CR0408,2025-09,2,10553,1321.9,77
CR0408,2025-10,4,16519,1683.1,84
CR0408,2025-11,3,19800,2371.9,94
CR0408,2025-12,4,17678,1357.9,232
CR0409,2025-01,4,13292,1695.1,161
CR0409,2025-02,4,13317,879.0,171
CR0409,2025-03,2,16236,2008.4,81
CR0409,2025-04,0,0,0.0,0
CR0409,2025-05,2,19320,1422.6,169
CR0409,2025-06,1,16715,2007.3,155
CR0409,2025-07,3,15033,1231.2,122
CR0409,2025-08,2,14611,912.4,118
CR0409,2025-09,2,9993,737.4,72
CR0409,2025-10,9,11251,1363.1,97
CR0409,2025-11,4,20569,2477.5,96
CR0409,2025-12,3,26110,1564.2,225
CR0410,2025-01,12,523183,52167.8,2868
CR0410,2025-02,5,266602,30329.6,1341
CR0410,2025-03,11,268805,32384.7,2885
CR0410,2025-04,6,356241,44014.5,4296
CR0410,2025-05,15,342516,27060.3,3904
CR0410,2025-06,6,174268,18230.3,1008
CR0410,2025-07,5,443167,44381.1,2934
CR0410,2025-08,6,322908,39380.6,4739
CR0410,2025-09,9,366562,26624.9,3162
CR0410,2025-10,9,463921,52658.4,5099
CR0410,2025-11,9,268789,17713.1,2140
CR0410,2025-12,6,338721,44231.8,3254
CR0411,2025-01,4,25601,3279.0,240
CR0411,2025-02,6,25908,2909.9,136
CR0411,2025-03,6,16851,2012.0,163
CR0411,2025-04,3,23473,1779.1,226
CR0411,2025-05,4,36307,4615.0,293
CR0411,2025-06,3,32799,2606.6,429
CR0411,2025-07,2,21016,2662.5,145
CR0411,2025-08,2,19962,2581.1,197
CR0411,2025-09,2,40499,3333.6,351
CR0411,2025-10,3,16484,1077.0,141
CR0411,2025-11,0,0,0.0,0
CR0411,2025-12,7,16362,1781.5,140
CR0412,2025-01,11,282567,36978.0,1509
CR0412,2025-02,0,0,0.0,0
CR0412,2025-03,8,301556,44269.0,3113
CR0412,2025-04,5,172590,22065.1,2255
CR0412,2025-05,16,259759,27094.5,1147
CR0412,2025-06,12,387102,52375.1,5190
CR0412,2025-07,7,230710,30647.2,1001
CR0412,2025-08,4,270736,25954.8,3400
CR0412,2025-09,4,362684,48072.1,3286
CR0412,2025-10,4,251347,27906.4,2500
CR0412,2025-11,16,520660,43665.4,6793
CR0412,2025-12,7,319516,35031.0,4406
CR0413,2025-01,2,16848,1186.5,167
CR0413,2025-02,0,0,0.0,0
CR0413,2025-03,0,0,0.0,0
CR0413,2025-04,2,14634,2178.1,191
CR0413,2025-05,0,0,0.0,0
CR0413,2025-06,6,14584,1758.3,193
CR0413,2025-07,5,20756,2006.5,91
CR0413,2025-08,3,11150,1139.0,110
CR0413,2025-09,0,0,0.0,0
CR0413,2025-10,2,16150,1936.8,116
CR0413,2025-11,0,0,0.0,0
CR0413,2025-12,0,0,0.0,0
CR0414,2025-01,0,0,0.0,0
CR0414,2025-02,2,31501,4047.5,304
CR0414,2025-03,5,57141,4684.4,802
CR0414,2025-04,1,33480,4123.9,484
CR0414,2025-05,3,55518,6126.1,531
CR0414,2025-06,2,34016,3904.8,450
CR0414,2025-07,0,0,0.0,0
CR0414,2025-08,5,31461,4111.4,411
CR0414,2025-09,0,0,0.0,0
CR0414,2025-10,3,50553,6244.4,443
CR0414,2025-11,6,37378,5058.4,304
CR0414,2025-12,3,33606,3833.5,288
CR0415,2025-01,5,18667,1174.1,199
CR0415,2025-02,3,15814,946.9,132
CR0415,2025-03,3,15783,1999.1,120
CR0415,2025-04,0,0,0.0,0
CR0415,2025-05,2,16764,1148.4,71
CR0415,2025-06,4,10248,1106.6,149
CR0415,2025-07,4,12170,1120.4,125
CR0415,2025-08,0,0,0.0,0
CR0415,2025-09,5,12094,1551.1,59
CR0415,2025-10,3,13797,1526.5,175
CR0415,2025-11,0,0,0.0,0
CR0415,2025-12,5,15711,2067.1,64
CR0416,2025-01,3,21952,1830.9,139
CR0416,2025-02,1,21179,2614.4,88
CR0416,2025-03,4,21772,2799.8,297
CR0416,2025-04,0,0,0.0,0
CR0416,2025-05,4,24777,3146.4,220
CR0416,2025-06,4,16286,2206.8,73
CR0416,2025-07,0,0,0.0,0
CR0416,2025-08,3,19353,2186.8,216
CR0416,2025-09,2,31049,3042.9,339
CR0416,2025-10,4,21593,2974.7,320
CR0416,2025-11,3,28445,2217.5,404
CR0416,2025-12,6,23870,2102.4,198
CR0417,2025-01,0,0,0.0,0
CR0417,2025-02,6,174161,22869.6,2571
CR0417,2025-03,9,107944,6924.6,1025
CR0417,2025-04,8,218548,20309.3,2082
CR0417,2025-05,6,213521,14869.2,2669
CR0417,2025-06,5,134192,12435.2,1553
CR0417,2025-07,3,202828,24808.1,2716
CR0417,2025-08,5,202045,15981.6,2019
CR0417,2025-09,7,279714,17727.7,1521
CR0417,2025-10,6,220341,31028.5,2190
CR0417,2025-11,3,128964,10517.9,1765
CR0417,2025-12,8,210373,14172.2,878
CR0418,2025-01,5,27433,2477.9,138
CR0418,2025-02,3,39964,3675.3,404
CR0418,2025-03,3,36459,3580.3,328
CR0418,2025-04,5,23132,2896.7,303
CR0418,2025-05,5,41931,5373.6,273
CR0418,2025-06,4,44675,3810.9,608
CR0418,2025-07,5,39908,2942.9,494
CR0418,2025-08,3,22644,2879.4,110
CR0418,2025-09,0,0,0.0,0
CR0418,2025-10,6,64168,7956.0,425
CR0418,2025-11,0,0,0.0,0
CR0418,2025-12,5,30765,3318.7,364
CR0419,2025-01,3,19358,2728.0,168
CR0419,2025-02,5,22288,2709.2,248
CR0419,2025-03,4,26117,2870.3,205
CR0419,2025-04,3,21552,2668.4,313
CR0419,2025-05,0,0,0.0,0
CR0419,2025-06,0,0,0.0,0
CR0419,2025-07,0,0,0.0,0
CR0419,2025-08,4,24794,2346.9,126
CR0419,2025-09,3,51157,4454.5,362
CR0419,2025-10,0,0,0.0,0
CR0419,2025-11,3,32956,4288.0,368
CR0419,2025-12,2,24142,2136.2,319
CR0420,2025-01,4,12504,1820.3,131
CR0420,2025-02,4,15233,1297.2,177
CR0420,2025-03,0,0,0.0,0
CR0420,2025-04,5,11625,1474.2,158
