case_id,creator_id,opened_date,case_type,case_channel,resolution_hours,first_contact_resolved,satisfaction_score,case_status
SC00694,CR0259,2025-07-24,Analytics Question,Chat,24.1,1,4.0,Closed
SC00695,CR0259,2025-09-18,Monetization,Chat,,0,,Open
SC00696,CR0259,2025-04-04,Analytics Question,Email,4.5,0,5.0,Closed
SC00697,CR0260,2025-06-25,Analytics Question,Email,5.5,0,4.0,Closed
SC00698,CR0260,2025-01-10,Monetization,Chat,11.3,1,5.0,Closed
SC00699,CR0261,2025-09-08,Technical Issue,Phone,25.7,1,3.0,Closed
SC00700,CR0261,2025-09-27,Analytics Question,Chat,,0,,Open
SC00701,CR0261,2025-02-04,Policy Question,Phone,9.5,1,5.0,Closed
SC00702,CR0261,2025-10-02,Account Access,Chat,4.4,1,5.0,Closed
SC00703,CR0262,2025-02-04,Technical Issue,Chat,13.7,0,4.0,Closed
SC00704,CR0262,2025-04-10,Monetization,Chat,47.0,1,3.0,Closed
SC00705,CR0262,2025-06-13,Monetization,Email,8.3,0,5.0,Closed
SC00706,CR0262,2025-09-06,Monetization,Chat,7.0,1,5.0,Closed
SC00707,CR0262,2025-04-17,Analytics Question,Phone,14.9,1,5.0,Closed
SC00708,CR0263,2025-05-23,Account Access,Email,5.6,1,5.0,Closed
SC00709,CR0263,2025-12-12,Technical Issue,Chat,10.7,0,4.0,Closed
SC00710,CR0263,2025-08-10,Technical Issue,Email,16.4,1,5.0,Closed
SC00711,CR0263,2025-09-26,Technical Issue,Chat,15.3,1,5.0,Closed
SC00712,CR0263,2025-06-02,Account Access,Phone,9.2,1,5.0,Closed
SC00713,CR0263,2025-09-13,Analytics Question,Email,26.7,0,3.0,Closed
SC00714,CR0264,2025-06-01,Monetization,Phone,14.8,1,3.0,Closed
SC00715,CR0264,2025-07-10,Analytics Question,Chat,3.2,1,5.0,Closed
SC00716,CR0264,2025-11-18,Policy Question,Email,20.0,0,4.0,Closed
SC00717,CR0264,2025-01-13,Analytics Question,Email,15.9,0,4.0,Closed
SC00718,CR0264,2025-04-19,Technical Issue,Email,23.5,0,4.0,Closed
SC00719,CR0265,2025-02-19,Account Access,Email,23.1,0,4.0,Closed
SC00720,CR0265,2025-05-21,Monetization,Email,13.6,0,3.0,Closed
SC00721,CR0265,2025-06-11,Technical Issue,Chat,3.5,0,5.0,Closed
SC00722,CR0266,2025-10-16,Monetization,Email,3.8,1,5.0,Closed
SC00723,CR0266,2025-09-07,Monetization,Email,6.8,0,4.0,Closed
SC00724,CR0267,2025-09-15,Technical Issue,Phone,2.8,1,5.0,Closed
SC00725,CR0267,2025-02-25,Technical Issue,Chat,9.6,1,4.0,Closed
SC00726,CR0267,2025-12-27,Policy Question,Email,3.1,0,5.0,Closed
SC00727,CR0267,2025-03-31,Account Access,Email,46.7,1,2.0,Closed
SC00728,CR0267,2025-02-23,Account Access,Chat,9.7,1,3.0,Closed
SC00729,CR0267,2025-09-28,Policy Question,Email,23.6,0,4.0,Closed
SC00730,CR0268,2025-03-14,Account Access,Phone,23.5,1,5.0,Closed
SC00731,CR0268,2025-10-07,Policy Question,Phone,13.6,0,5.0,Closed
SC00732,CR0269,2025-07-09,Technical Issue,Chat,,0,,Open
SC00733,CR0269,2025-08-17,Policy Question,Chat,7.1,1,4.0,Closed
SC00734,CR0271,2025-01-11,Monetization,Email,19.6,0,4.0,Closed
SC00735,CR0271,2025-08-11,Account Access,Email,17.6,1,5.0,Closed
SC00736,CR0273,2025-01-12,Analytics Question,Chat,2.2,1,5.0,Closed
SC00737,CR0273,2025-10-01,Account Access,Phone,17.5,1,4.0,Closed
SC00738,CR0273,2025-11-08,Policy Question,Email,5.7,1,5.0,Closed
SC00739,CR0274,2025-02-15,Monetization,Chat,7.6,1,4.0,Closed
SC00740,CR0274,2025-07-04,Monetization,Chat,14.3,1,3.0,Closed
SC00741,CR0274,2025-02-13,Policy Question,Phone,,0,,Open
SC00742,CR0274,2025-08-12,Policy Question,Email,26.5,0,5.0,Closed
SC00743,CR0274,2025-10-20,Policy Question,Chat,7.9,1,5.0,Closed
SC00744,CR0274,2025-08-22,Account Access,Email,16.4,0,4.0,Closed
SC00745,CR0276,2025-10-22,Analytics Question,Email,3.1,0,5.0,Closed
SC00746,CR0276,2025-03-30,Technical Issue,Email,15.1,1,4.0,Closed
SC00747,CR0276,2025-11-28,Technical Issue,Phone,13.4,0,4.0,Closed
SC00748,CR0276,2025-06-11,Monetization,Email,17.2,1,4.0,Closed
SC00749,CR0277,2025-12-29,Monetization,Email,10.6,1,4.0,Closed
SC00750,CR0277,2025-03-18,Policy Question,Chat,8.3,1,5.0,Closed
SC00751,CR0277,2025-06-22,Technical Issue,Email,16.3,1,4.0,Closed
SC00752,CR0278,2025-12-03,Account Access,Phone,8.8,0,5.0,Closed
SC00753,CR0278,2025-07-30,Analytics Question,Chat,3.3,0,5.0,Closed
SC00754,CR0278,2025-08-03,Policy Question,Email,20.7,1,4.0,Closed
SC00755,CR0279,2025-10-03,Monetization,Email,5.4,1,5.0,Closed
SC00756,CR0279,2025-01-28,Technical Issue,Email,7.1,1,4.0,Closed
SC00757,CR0280,2025-04-03,Analytics Question,Email,4.1,0,4.0,Closed
SC00758,CR0280,2025-09-05,Monetization,Chat,21.6,1,3.0,Closed
SC00759,CR0281,2025-09-10,Account Access,Chat,5.1,0,4.0,Closed
SC00760,CR0281,2025-06-04,Technical Issue,Chat,,0,,Open
SC00761,CR0281,2025-02-22,Analytics Question,Email,4.5,1,5.0,Closed
SC00762,CR0281,2025-01-07,Monetization,Chat,7.7,1,4.0,Closed
SC00763,CR0281,2025-11-06,Monetization,Email,12.2,1,5.0,Closed
SC00764,CR0282,2025-01-19,Analytics Question,Phone,8.7,1,4.0,Closed
SC00765,CR0282,2025-07-11,Analytics Question,Phone,3.2,0,5.0,Closed
SC00766,CR0282,2025-05-25,Technical Issue,Email,3.5,1,4.0,Closed
SC00767,CR0282,2025-01-31,Policy Question,Email,19.9,1,5.0,Closed
SC00768,CR0282,2025-11-26,Account Access,Phone,5.6,1,4.0,Closed
SC00769,CR0282,2025-12-08,Technical Issue,Phone,3.2,1,5.0,Closed
SC00770,CR0283,2025-03-08,Technical Issue,Email,9.0,1,5.0,Closed
SC00771,CR0283,2025-10-09,Account Access,Phone,9.6,1,4.0,Closed
SC00772,CR0283,2025-12-11,Policy Question,Chat,9.6,1,5.0,Closed
SC00773,CR0283,2025-07-22,Technical Issue,Email,22.1,0,4.0,Closed
SC00774,CR0283,2025-04-27,Account Access,Phone,18.8,1,4.0,Closed
SC00775,CR0284,2025-07-14,Monetization,Phone,37.7,0,3.0,Closed
SC00776,CR0284,2025-11-10,Policy Question,Email,7.1,1,4.0,Closed
SC00777,CR0285,2025-09-11,Analytics Question,Phone,13.0,0,5.0,Closed
SC00778,CR0285,2025-02-21,Technical Issue,Email,4.8,0,4.0,Closed
SC00779,CR0286,2025-07-20,Analytics Question,Email,7.3,1,4.0,Closed
SC00780,CR0286,2025-10-17,Policy Question,Email,17.3,1,3.0,Closed
SC00781,CR0286,2025-11-21,Policy Question,Phone,9.9,1,4.0,Closed
SC00782,CR0287,2025-08-16,Technical Issue,Email,13.3,1,5.0,Closed
SC00783,CR0287,2025-04-15,Policy Question,Phone,14.3,1,4.0,Closed
SC00784,CR0287,2025-06-27,Analytics Question,Chat,7.1,1,5.0,Closed
SC00785,CR0288,2025-11-16,Monetization,Email,27.2,0,4.0,Closed
SC00786,CR0288,2025-10-25,Policy Question,Phone,10.7,1,4.0,Closed
SC00787,CR0289,2025-08-06,Account Access,Phone,3.4,0,5.0,Closed
SC00788,CR0289,2025-05-12,Account Access,Chat,7.4,0,5.0,Closed
SC00789,CR0289,2025-06-19,Technical Issue,Chat,11.2,1,4.0,Closed
SC00790,CR0289,2025-05-06,Analytics Question,Chat,3.7,1,4.0,Closed
SC00791,CR0290,2025-08-15,Policy Question,Chat,11.1,0,4.0,Closed
SC00792,CR0291,2025-01-16,Technical Issue,Phone,2.7,1,5.0,Closed
SC00793,CR0291,2025-08-15,Account Access,Email,9.4,1,4.0,Closed
SC00794,CR0291,2025-11-04,Monetization,Email,27.9,0,4.0,Closed
SC00795,CR0292,2025-09-21,Technical Issue,Email,14.9,1,5.0,Closed
SC00796,CR0292,2025-11-19,Technical Issue,Phone,2.4,1,5.0,Closed
SC00797,CR0293,2025-04-29,Analytics Question,Chat,23.8,0,3.0,Closed
SC00798,CR0294,2025-11-12,Technical Issue,Email,13.6,0,4.0,Closed
SC00799,CR0294,2025-08-31,Policy Question,Chat,15.6,1,4.0,Closed
SC00800,CR0294,2025-03-02,Monetization,Email,13.4,1,3.0,Closed
SC00801,CR0294,2025-12-12,Monetization,Email,12.2,1,4.0,Closed
SC00802,CR0294,2025-02-16,Monetization,Phone,16.0,0,4.0,Closed
SC00803,CR0294,2025-07-16,Account Access,Phone,3.5,1,5.0,Closed
SC00804,CR0294,2025-03-09,Account Access,Chat,6.5,1,5.0,Closed
SC00805,CR0294,2025-07-03,Technical Issue,Email,16.2,1,4.0,Closed
SC00806,CR0295,2025-07-25,Monetization,Phone,10.9,1,5.0,Closed
SC00807,CR0296,2025-07-23,Monetization,Chat,9.0,1,4.0,Closed
SC00808,CR0296,2025-10-25,Monetization,Phone,14.9,1,4.0,Closed
SC00809,CR0296,2025-11-24,Technical Issue,Phone,9.9,1,5.0,Closed
SC00810,CR0297,2025-08-03,Policy Question,Phone,5.4,1,5.0,Closed
SC00811,CR0297,2025-12-13,Technical Issue,Chat,4.6,1,5.0,Closed
SC00812,CR0297,2025-11-10,Policy Question,Email,8.3,1,4.0,Closed
SC00813,CR0298,2025-05-08,Monetization,Chat,42.9,1,2.0,Closed
SC00814,CR0298,2025-05-19,Analytics Question,Phone,3.5,0,5.0,Closed
SC00815,CR0298,2025-06-11,Technical Issue,Chat,26.4,0,3.0,Closed
SC00816,CR0299,2025-12-16,Analytics Question,Chat,2.4,0,4.0,Closed
SC00817,CR0299,2025-08-07,Account Access,Phone,6.0,1,4.0,Closed
SC00818,CR0300,2025-06-01,Analytics Question,Email,27.0,0,4.0,Closed
SC00819,CR0300,2025-03-25,Monetization,Chat,15.3,1,4.0,Closed
SC00820,CR0300,2025-03-15,Technical Issue,Chat,4.7,1,5.0,Closed
SC00821,CR0300,2025-04-12,Monetization,Phone,33.7,1,3.0,Closed
SC00822,CR0300,2025-09-14,Policy Question,Email,10.9,1,5.0,Closed
SC00823,CR0301,2025-05-27,Account Access,Email,12.7,1,5.0,Closed
SC00824,CR0301,2025-09-20,Technical Issue,Chat,8.3,0,5.0,Closed
SC00825,CR0301,2025-08-29,Technical Issue,Email,5.9,1,5.0,Closed
SC00826,CR0301,2025-02-17,Monetization,Phone,31.5,1,3.0,Closed
SC00827,CR0301,2025-03-22,Analytics Question,Chat,6.7,1,4.0,Closed
SC00828,CR0304,2025-09-19,Technical Issue,Email,21.9,1,4.0,Closed
SC00829,CR0305,2025-03-13,Technical Issue,Email,4.3,0,5.0,Closed
SC00830,CR0305,2025-08-24,Analytics Question,Email,5.4,0,5.0,Closed
SC00831,CR0305,2025-05-22,Monetization,Phone,21.1,1,3.0,Closed
SC00832,CR0305,2025-10-29,Technical Issue,Phone,10.0,1,5.0,Closed
SC00833,CR0306,2025-02-27,Policy Question,Phone,5.1,1,5.0,Closed
SC00834,CR0306,2025-10-28,Account Access,Email,2.5,1,4.0,Closed
SC00835,CR0306,2025-05-18,Technical Issue,Email,7.8,1,4.0,Closed
SC00836,CR0306,2025-06-30,Monetization,Chat,,0,,Open
SC00837,CR0306,2025-01-25,Policy Question,Email,4.3,1,5.0,Closed
SC00838,CR0308,2025-09-27,Policy Question,Phone,4.2,0,5.0,Closed
SC00839,CR0308,2025-12-21,Monetization,Email,10.9,1,4.0,Closed
SC00840,CR0308,2025-04-16,Monetization,Email,4.6,0,5.0,Closed
SC00841,CR0308,2025-09-09,Technical Issue,Phone,21.4,0,4.0,Closed
SC00842,CR0309,2025-03-30,Monetization,Email,2.8,1,4.0,Closed
SC00843,CR0309,2025-04-27,Monetization,Email,11.1,1,4.0,Closed
SC00844,CR0310,2025-08-26,Policy Question,Chat,10.4,1,4.0,Closed
SC00845,CR0310,2025-12-27,Monetization,Email,13.6,1,5.0,Closed
SC00846,CR0310,2025-02-07,Monetization,Chat,7.0,1,5.0,Closed
SC00847,CR0311,2025-02-20,Account Access,Phone,10.8,0,5.0,Closed
SC00848,CR0311,2025-04-12,Technical Issue,Phone,10.0,1,5.0,Closed
SC00849,CR0312,2025-04-22,Policy Question,Email,3.2,0,5.0,Closed
SC00850,CR0312,2025-09-05,Monetization,Phone,9.6,0,5.0,Closed
SC00851,CR0312,2025-03-01,Technical Issue,Email,5.6,1,5.0,Closed
SC00852,CR0314,2025-06-28,Monetization,Chat,3.0,1,4.0,Closed
SC00853,CR0314,2025-10-27,Monetization,Chat,10.7,0,4.0,Closed
SC00854,CR0314,2025-03-04,Account Access,Phone,6.7,1,5.0,Closed
SC00855,CR0315,2025-12-29,Policy Question,Email,,0,,Open
SC00856,CR0315,2025-05-16,Policy Question,Chat,23.4,1,4.0,Closed
SC00857,CR0316,2025-02-28,Analytics Question,Phone,8.9,1,5.0,Closed
SC00858,CR0317,2025-08-17,Technical Issue,Email,21.1,0,5.0,Closed
SC00859,CR0317,2025-05-23,Analytics Question,Phone,11.5,1,4.0,Closed
SC00860,CR0317,2025-07-10,Analytics Question,Chat,8.2,0,5.0,Closed
SC00861,CR0318,2025-02-22,Technical Issue,Phone,1.8,0,5.0,Closed
SC00862,CR0318,2025-10-11,Monetization,Email,10.2,1,4.0,Closed
SC00863,CR0318,2025-08-29,Technical Issue,Chat,15.2,1,4.0,Closed
SC00864,CR0318,2025-09-27,Policy Question,Chat,6.8,1,5.0,Closed
SC00865,CR0318,2025-05-02,Monetization,Email,29.5,1,5.0,Closed
SC00866,CR0319,2025-06-25,Technical Issue,Email,4.7,0,3.0,Closed
SC00867,CR0319,2025-12-30,Technical Issue,Phone,48.3,1,3.0,Closed
SC00868,CR0319,2025-06-12,Technical Issue,Email,22.0,1,4.0,Closed
SC00869,CR0319,2025-01-10,Policy Question,Email,8.6,1,5.0,Closed
SC00870,CR0320,2025-08-02,Policy Question,Chat,18.1,0,3.0,Closed
SC00871,CR0321,2025-05-04,Policy Question,Email,8.6,0,5.0,Closed
SC00872,CR0321,2025-11-28,Policy Question,Phone,1.7,1,4.0,Closed
SC00873,CR0321,2025-01-15,Analytics Question,Chat,9.0,0,5.0,Closed
SC00874,CR0322,2025-11-04,Policy Question,Phone,15.0,0,4.0,Closed
SC00875,CR0322,2025-01-30,Policy Question,Chat,24.0,1,3.0,Closed
SC00876,CR0322,2025-02-09,Policy Question,Chat,27.1,1,2.0,Closed
SC00877,CR0322,2025-06-14,Analytics Question,Chat,6.4,1,5.0,Closed
SC00878,CR0323,2025-08-20,Analytics Question,Phone,8.9,0,4.0,Closed
SC00879,CR0323,2025-09-26,Account Access,Email,11.2,0,4.0,Closed
SC00880,CR0323,2025-04-08,Monetization,Email,10.7,1,5.0,Closed
SC00881,CR0323,2025-02-22,Account Access,Email,12.7,0,5.0,Closed
SC00882,CR0323,2025-02-21,Technical Issue,Email,9.0,1,5.0,Closed
SC00883,CR0323,2025-01-17,Technical Issue,Email,6.7,0,4.0,Closed
SC00884,CR0324,2025-11-06,Technical Issue,Chat,,0,,Open
SC00885,CR0324,2025-02-25,Technical Issue,Phone,20.3,0,5.0,Closed
SC00886,CR0324,2025-01-29,Account Access,Chat,1.6,1,5.0,Closed
SC00887,CR0324,2025-11-11,Account Access,Email,5.5,1,4.0,Closed
SC00888,CR0324,2025-12-19,Monetization,Chat,19.2,1,4.0,Closed
SC00889,CR0325,2025-07-11,Monetization,Email,23.5,1,4.0,Closed
SC00890,CR0326,2025-12-19,Technical Issue,Chat,35.4,1,3.0,Closed
SC00891,CR0326,2025-03-02,Technical Issue,Email,26.9,1,5.0,Closed
SC00892,CR0327,2025-12-05,Policy Question,Email,19.9,0,5.0,Closed
SC00893,CR0327,2025-04-13,Technical Issue,Chat,10.4,1,5.0,Closed
SC00894,CR0328,2025-03-12,Monetization,Chat,14.3,0,4.0,Closed
SC00895,CR0328,2025-01-25,Technical Issue,Email,14.9,1,4.0,Closed
SC00896,CR0328,2025-07-06,Policy Question,Phone,13.5,1,4.0,Closed
SC00897,CR0328,2025-07-21,Analytics Question,Email,9.4,1,5.0,Closed
SC00898,CR0329,2025-05-12,Technical Issue,Phone,16.8,0,4.0,Closed
SC00899,CR0329,2025-07-25,Analytics Question,Email,14.9,1,4.0,Closed
SC00900,CR0331,2025-09-09,Policy Question,Email,22.7,1,4.0,Closed
SC00901,CR0331,2025-06-01,Technical Issue,Phone,9.6,0,4.0,Closed
SC00902,CR0331,2025-11-16,Technical Issue,Email,18.0,1,4.0,Closed
SC00903,CR0331,2025-05-17,Analytics Question,Chat,7.1,0,5.0,Closed
SC00904,CR0332,2025-06-04,Policy Question,Chat,9.2,1,5.0,Closed
SC00905,CR0332,2025-07-18,Technical Issue,Phone,25.1,1,3.0,Closed
SC00906,CR0332,2025-03-16,Account Access,Phone,27.2,1,4.0,Closed
SC00907,CR0333,2025-08-16,Monetization,Chat,14.0,1,4.0,Closed
SC00908,CR0334,2025-08-22,Monetization,Email,,0,,Open
SC00909,CR0334,2025-09-18,Technical Issue,Email,5.8,0,5.0,Closed
SC00910,CR0334,2025-08-25,Account Access,Chat,13.6,0,4.0,Closed
SC00911,CR0334,2025-10-01,Technical Issue,Chat,5.1,1,5.0,Closed
SC00912,CR0335,2025-03-22,Monetization,Chat,14.3,1,5.0,Closed
SC00913,CR0335,2025-05-22,Technical Issue,Chat,12.4,1,3.0,Closed
SC00914,CR0335,2025-04-06,Policy Question,Chat,13.5,1,3.0,Closed
SC00915,CR0335,2025-05-07,Analytics Question,Email,6.4,1,5.0,Closed
SC00916,CR0335,2025-05-28,Technical Issue,Phone,16.5,1,5.0,Closed
SC00917,CR0335,2025-05-09,Policy Question,Chat,6.5,1,4.0,Closed
SC00918,CR0336,2025-12-22,Monetization,Chat,22.8,0,3.0,Closed
SC00919,CR0336,2025-04-13,Policy Question,Email,20.3,1,4.0,Closed
SC00920,CR0336,2025-12-21,Analytics Question,Phone,4.9,1,5.0,Closed
SC00921,CR0336,2025-11-10,Technical Issue,Phone,13.7,0,2.0,Closed
SC00922,CR0338,2025-12-28,Policy Question,Phone,6.0,1,5.0,Closed
SC00923,CR0339,2025-12-05,Monetization,Email,5.2,1,5.0,Closed
SC00924,CR0339,2025-08-19,Account Access,Phone,5.4,1,5.0,Closed
SC00925,CR0340,2025-08-28,Monetization,Email,3.0,1,5.0,Closed
SC00926,CR0340,2025-03-27,Account Access,Phone,3.2,1,5.0,Closed
SC00927,CR0340,2025-07-25,Technical Issue,Chat,,0,,Open
SC00928,CR0340,2025-11-23,Policy Question,Phone,7.1,1,3.0,Closed
SC00929,CR0341,2025-10-16,Account Access,Chat,5.2,1,4.0,Closed
SC00930,CR0341,2025-01-10,Monetization,Chat,20.3,1,4.0,Closed
SC00931,CR0341,2025-07-17,Technical Issue,Email,20.2,1,3.0,Closed
SC00932,CR0344,2025-09-25,Technical Issue,Chat,4.1,1,4.0,Closed
SC00933,CR0345,2025-06-20,Technical Issue,Phone,13.0,0,5.0,Closed
SC00934,CR0346,2025-08-29,Monetization,Chat,10.9,0,5.0,Closed
SC00935,CR0346,2025-05-11,Policy Question,Email,6.3,1,5.0,Closed
SC00936,CR0346,2025-10-03,Monetization,Phone,,0,,Open
SC00937,CR0347,2025-06-20,Policy Question,Phone,4.8,1,5.0,Closed
SC00938,CR0347,2025-04-03,Technical Issue,Chat,9.0,1,4.0,Closed
SC00939,CR0348,2025-11-28,Policy Question,Email,5.1,0,5.0,Closed
SC00940,CR0348,2025-05-24,Technical Issue,Email,14.4,1,3.0,Closed
SC00941,CR0349,2025-01-07,Technical Issue,Phone,7.9,1,5.0,Closed
SC00942,CR0349,2025-04-07,Analytics Question,Chat,7.8,1,3.0,Closed
SC00943,CR0350,2025-06-19,Analytics Question,Chat,3.5,1,5.0,Closed
SC00944,CR0350,2025-01-11,Monetization,Email,16.7,1,5.0,Closed
SC00945,CR0350,2025-05-02,Technical Issue,Phone,10.3,0,5.0,Closed
SC00946,CR0350,2025-02-09,Monetization,Email,13.6,0,5.0,Closed
SC00947,CR0350,2025-06-02,Policy Question,Chat,10.2,0,4.0,Closed
SC00948,CR0350,2025-05-11,Policy Question,Chat,5.7,1,5.0,Closed
SC00949,CR0351,2025-11-27,Monetization,Chat,3.0,0,5.0,Closed
SC00950,CR0351,2025-02-01,Analytics Question,Chat,2.3,0,4.0,Closed
SC00951,CR0352,2025-10-13,Technical Issue,Email,9.4,0,5.0,Closed
SC00952,CR0352,2025-04-30,Technical Issue,Email,38.4,0,4.0,Closed
SC00953,CR0353,2025-07-22,Monetization,Chat,8.3,1,5.0,Closed
SC00954,CR0353,2025-09-26,Analytics Question,Chat,6.1,1,5.0,Closed
SC00955,CR0353,2025-03-21,Policy Question,Phone,5.9,1,5.0,Closed
SC00956,CR0354,2025-12-05,Monetization,Chat,18.9,1,4.0,Closed
SC00957,CR0354,2025-05-31,Policy Question,Chat,4.0,1,5.0,Closed
SC00958,CR0354,2025-12-06,Monetization,Email,14.2,1,5.0,Closed
SC00959,CR0355,2025-04-10,Monetization,Email,6.2,1,5.0,Closed
SC00960,CR0355,2025-06-27,Technical Issue,Email,17.2,0,4.0,Closed
SC00961,CR0355,2025-07-20,Technical Issue,Email,2.4,1,5.0,Closed
SC00962,CR0356,2025-12-23,Monetization,Email,40.0,1,3.0,Closed
SC00963,CR0357,2025-12-05,Monetization,Chat,10.5,1,5.0,Closed
SC00964,CR0357,2025-02-09,Policy Question,Chat,,0,,Open
SC00965,CR0357,2025-03-07,Technical Issue,Phone,23.7,1,3.0,Closed
SC00966,CR0358,2025-09-27,Account Access,Email,,0,,Open
SC00967,CR0358,2025-06-14,Analytics Question,Chat,19.4,0,5.0,Closed
SC00968,CR0358,2025-09-20,Monetization,Chat,29.7,1,4.0,Closed
SC00969,CR0358,2025-06-09,Technical Issue,Email,31.9,0,4.0,Closed
SC00970,CR0358,2025-10-10,Analytics Question,Phone,8.5,0,5.0,Closed
SC00971,CR0359,2025-09-20,Account Access,Email,12.4,0,5.0,Closed
SC00972,CR0359,2025-01-23,Policy Question,Chat,11.1,0,5.0,Closed
SC00973,CR0359,2025-10-22,Monetization,Chat,13.8,1,4.0,Closed
SC00974,CR0359,2025-08-07,Technical Issue,Phone,9.4,1,5.0,Closed
SC00975,CR0359,2025-12-19,Technical Issue,Chat,5.3,0,5.0,Closed
SC00976,CR0359,2025-09-06,Technical Issue,Email,17.9,1,5.0,Closed
SC00977,CR0359,2025-04-21,Monetization,Chat,24.6,1,4.0,Closed
SC00978,CR0360,2025-10-17,Monetization,Chat,16.7,0,4.0,Closed
SC00979,CR0361,2025-03-24,Analytics Question,Email,4.8,1,4.0,Closed
SC00980,CR0361,2025-07-24,Account Access,Chat,25.6,1,3.0,Closed
SC00981,CR0361,2025-03-06,Technical Issue,Chat,9.6,1,5.0,Closed
SC00982,CR0363,2025-08-03,Account Access,Phone,13.5,1,5.0,Closed
SC00983,CR0363,2025-05-30,Policy Question,Phone,10.3,1,4.0,Closed
SC00984,CR0363,2025-12-16,Policy Question,Chat,9.3,0,4.0,Closed
SC00985,CR0364,2025-02-26,Policy Question,Email,23.3,0,4.0,Closed
SC00986,CR0365,2025-08-21,Monetization,Chat,18.1,1,4.0,Closed
SC00987,CR0365,2025-01-26,Policy Question,Chat,7.7,1,5.0,Closed
SC00988,CR0366,2025-04-26,Technical Issue,Phone,18.4,1,4.0,Closed
SC00989,CR0366,2025-10-28,Account Access,Chat,29.2,0,4.0,Closed
SC00990,CR0366,2025-07-20,Monetization,Chat,45.9,0,3.0,Closed
SC00991,CR0366,2025-11-02,Technical Issue,Chat,5.6,0,3.0,Closed
SC00992,CR0367,2025-07-02,Policy Question,Chat,16.7,0,4.0,Closed
SC00993,CR0367,2025-07-18,Technical Issue,Chat,20.9,1,3.0,Closed
SC00994,CR0368,2025-02-13,Analytics Question,Email,10.3,1,5.0,Closed
SC00995,CR0368,2025-05-22,Policy Question,Chat,13.4,1,5.0,Closed
SC00996,CR0369,2025-05-22,Monetization,Phone,37.1,1,2.0,Closed
SC00997,CR0370,2025-05-08,Monetization,Chat,12.0,1,4.0,Closed
SC00998,CR0370,2025-08-21,Technical Issue,Email,22.7,1,3.0,Closed
SC00999,CR0370,2025-11-12,Technical Issue,Email,8.3,1,4.0,Closed
SC01000,CR0372,2025-03-21,Analytics Question,Chat,21.7,1,4.0,Closed
SC01001,CR0372,2025-05-02,Account Access,Phone,11.1,0,4.0,Closed
SC01002,CR0372,2025-09-25,Technical Issue,Email,4.2,1,5.0,Closed
SC01003,CR0372,2025-05-11,Policy Question,Email,5.6,0,5.0,Closed
SC01004,CR0372,2025-07-03,Technical Issue,Chat,7.3,1,5.0,Closed
SC01005,CR0372,2025-01-11,Technical Issue,Phone,8.0,1,4.0,Closed
SC01006,CR0373,2025-04-11,Policy Question,Chat,10.7,0,5.0,Closed
SC01007,CR0373,2025-02-22,Account Access,Email,11.0,1,5.0,Closed
SC01008,CR0373,2025-05-31,Monetization,Chat,13.9,0,4.0,Closed
SC01009,CR0374,2025-10-16,Technical Issue,Email,9.3,0,4.0,Closed
SC01010,CR0374,2025-07-05,Technical Issue,Chat,12.6,0,5.0,Closed
SC01011,CR0374,2025-02-20,Policy Question,Email,9.1,1,5.0,Closed
SC01012,CR0374,2025-09-20,Technical Issue,Chat,20.1,1,3.0,Closed
SC01013,CR0374,2025-08-23,Technical Issue,Email,3.4,1,5.0,Closed
SC01014,CR0375,2025-10-18,Monetization,Chat,57.9,0,1.0,Closed
SC01015,CR0375,2025-07-08,Policy Question,Chat,16.9,0,3.0,Closed
SC01016,CR0375,2025-02-22,Technical Issue,Email,10.7,1,5.0,Closed
SC01017,CR0376,2025-10-10,Technical Issue,Email,11.4,0,5.0,Closed
SC01018,CR0376,2025-05-18,Technical Issue,Email,17.7,0,5.0,Closed
SC01019,CR0376,2025-11-28,Technical Issue,Email,12.7,1,5.0,Closed
SC01020,CR0377,2025-07-28,Monetization,Chat,5.3,1,5.0,Closed
SC01021,CR0377,2025-02-25,Technical Issue,Email,6.6,0,4.0,Closed
SC01022,CR0377,2025-02-27,Technical Issue,Email,16.5,1,3.0,Closed
SC01023,CR0378,2025-03-24,Policy Question,Chat,4.8,1,5.0,Closed
SC01024,CR0378,2025-07-06,Account Access,Chat,,0,,Open
SC01025,CR0379,2025-04-10,Monetization,Email,6.5,1,5.0,Closed
SC01026,CR0380,2025-03-25,Monetization,Phone,28.4,1,4.0,Closed
SC01027,CR0380,2025-01-26,Analytics Question,Email,17.7,1,3.0,Closed
SC01028,CR0380,2025-08-01,Policy Question,Phone,31.5,0,3.0,Closed
SC01029,CR0380,2025-12-29,Analytics Question,Chat,7.0,0,3.0,Closed
SC01030,CR0381,2025-06-05,Policy Question,Email,21.8,0,4.0,Closed
SC01031,CR0381,2025-08-25,Account Access,Email,13.0,1,5.0,Closed
SC01032,CR0382,2025-04-10,Technical Issue,Chat,8.8,1,5.0,Closed
SC01033,CR0383,2025-11-25,Account Access,Email,7.1,1,5.0,Closed
SC01034,CR0383,2025-03-28,Monetization,Chat,5.4,1,5.0,Closed
SC01035,CR0383,2025-06-09,Technical Issue,Phone,23.5,1,5.0,Closed
SC01036,CR0384,2025-06-14,Monetization,Chat,11.9,1,4.0,Closed
SC01037,CR0385,2025-04-24,Technical Issue,Email,12.7,1,5.0,Closed
SC01038,CR0385,2025-11-21,Technical Issue,Phone,4.9,1,4.0,Closed
